Topic,Count,Name,Representation,KeyBERT,MMR,Representative_Docs
123,180,123_mothers_mom_mother_happy,"['mothers', 'mom', 'mother', 'happy', 'day', 'mothersday', 'moms', 'happymothersday', 'love', 'birthday']","['happymothersday', 'mothersday', 'mothersdaygifts', 'mothersdayweek', 'mothersday2020', 'madres', 'motherday2020', 'mothers', 'mama', 'moms']","['mothersday', 'moms', 'happymothersday', 'birthday', 'momma', 'mommy', 'mothersday2020', 'thank', 'celebrate', 'confections']","['happy mothers day', 'happy mothers day! ,', 'happy mothers day!! i love you mom ,']"
124,180,124_cocorahs_inch_snow_reports,"['cocorahs', 'inch', 'snow', 'reports', 'est', '00', 'station', 'cst', 'weathernet6', 'snowfall']","['snowfall', 'snow', 'cocorahs', 'weathernet6', 'coc', 'storm', '00', 'inch', '01', 'hour']","['cocorahs', 'snow', 'reports', 'cst', 'weathernet6', 'snowfall', 'hour', 'radio', 'wsw', 'coc']","['at :00 am est, ese [ , ] cocorahs reports snow of inch. cocorahs station -ln-1 nne.', 'at :00 am est, se [ , ] cocorahs reports snow of inch', 'at :00 am cst, n [ , ] cocorahs reports snow of inch']"
125,178,125_energy_solar_oil_renewable,"['energy', 'solar', 'oil', 'renewable', 'wind', 'coal', 'electricity', 'electric', 'gas', 'power']","['renewableenergy', 'renewables', 'renewable', 'cleanenergy', 'solarpower', 'energy', 'electricity', 'solarenergy', 'fuels', 'utilities']","['solar', 'renewable', 'wind', 'electricity', 'renewables', 'fuels', 'nuclear', 'turbines', 'renewableenergy', 'grid']","['its time for  to join and md in expanding its clean energy targets. in this day and age where states are considering % rpss, % clean energy target should already be in place by now. lawmakers push for more solar energy use by', 'when will energy be available in ?', 'record clean energy deal: dominion energy will supply the state of with renewable energy that will cover % of the electricity used by state agencies and institutions by .']"
126,174,126_earthquake_magnitude_km_min,"['earthquake', 'magnitude', 'km', 'min', 'ml', 'ago', 'felt', 'occurred', 'earthquakes', 'utc']","['earthquake', 'sismo', 'earthquakes', 'earthquakeph', 'earthquakedavaodelsur', 'quakes', 'earthquakecalifornia', 'quakes74', 'quake', 'seismic']","['earthquake', 'magnitude', 'felt', 'earthquakes', 'utc', 'eyewitnesses', 'map', 'miles', 'shook', 'quake']","['magnitude earthquake. km from  , , ', 'magnitude earthquake. km from ,  ,', 'magnitude earthquake. km from  ,  ,']"
127,173,127_photographer_photography_photos_photographers,"['photographer', 'photography', 'photos', 'photographers', 'pics', 'pictures', 'photoshoot', 'shoot', 'shots', 'shot']","['photographer', 'photographers', 'photographing', 'photography', 'fotgrafo', 'photographic', 'photoshoot', 'photoshoots', 'camera', 'cameras']","['photographer', 'photography', 'photos', 'photographers', 'photoshoot', 'camera', 'fotos', 'fotgrafo', 'photoshoots', 'justgoshoot']","['also, preparing for a photoshoot where im the photographer in ! life is good!', 'book your new photographic portfolio in   photographer photographer photographer', 'photographer from and based in']"
128,171,128_storm_thunder_lightning_storms,"['storm', 'thunder', 'lightning', 'storms', 'thunderstorm', 'thunderstorms', 'rain', 'hail', 'clouds', 'weather']","['thunderstorm', 'thunderstorms', 'thundersnow', 'stormclouds', 'thundering', 'thunders', 'storms', 'thunder', 'storm', 'lightning']","['thunder', 'storms', 'thunderstorm', 'thunderstorms', 'weatherphotography', 'stormhour', 'cloudscape', 'monsoon', 'wxtwitter', 'thundersnow']","['crazy wind and lightning here in     weather storms lightning ,', ""it was over the weekend and tonight it's hailing with thunder and lightning !! crazyweather  lightning thunder"", 'a good thunderstorm here in . a good bit of lightning, loud thunder and heavy rain. thunderstorm lightning thunder rain flwx']"
129,169,129_water_clean_boil_waters,"['water', 'clean', 'boil', 'waters', 'bottled', 'pollution', 'tap', 'drinking', 'groundwater', 'pipes']","['water', 'waterconservation', 'waters', 'groundwater', 'runoff', 'thirst', 'thirsty', 'rivers', 'sewage', 'aquifer']","['pollution', 'tap', 'groundwater', 'pipes', 'aquifer', 'swamp', 'lakes', 'flint', 'waterconservation', 'desalination']","[', get water yet?', 'water?', 'water']"
130,165,130_lobster_seafood_crab_shrimp,"['lobster', 'seafood', 'crab', 'shrimp', 'oysters', 'crabs', 'crawfish', 'oyster', 'fish', 'roll']","['seafood', 'lobster', 'lobsters', 'shrimp', 'crabs', 'crab', 'oysters', 'crawfish', 'catfish', 'oyster']","['lobster', 'seafood', 'shrimp', 'oysters', 'crabs', 'crawfish', 'food', 'mussels', 'clams', 'foodporn']","['lobster &gt; lobster', 'and red lobster is pointless in . i prefer a blue crab and shrimp plate over red lobster anyway', 'sorry . you cant have a seafood pie without lobster. plus, we arent known for shrimp and crab. more like oysters, cod and muscles.']"
131,162,131_hockey_puck_game_ice,"['hockey', 'puck', 'game', 'ice', 'lacrosse', 'team', 'rink', 'hockeytwitter', 'flyers', 'blackhawks']","['hockey', 'icehockey', 'hockeyeast', 'hockeylife', 'hockeyfamily', 'lacrosse', 'hockeytwitter', 'goalie', 'canucks', 'bauerhockey']","['hockey', 'puck', 'lacrosse', 'team', 'hockeytwitter', 'blackhawks', 'playoff', 'arena', 'goalie', 'win']","['if you dont take me to show, no more hockey games', 'hockey in', 'is hockey state now.']"
132,161,132_closed_closing_reopen_restaurants,"['closed', 'closing', 'reopen', 'restaurants', 'location', 'stores', 'close', 'bars', 'reopening', 'open']","['closed', 'closing', 'closures', 'shut', 'shutting', 'shutdown', 'closure', 'reopening', 'reopen', 'reopened']","['closed', 'closing', 'reopen', 'restaurants', 'stores', 'bars', 'reopening', 'businesses', 'opened', 'malls']","[""after a very busy month of june, we will be closed on sunday /4 and monday /5 for a much needed break for our staff. we'll also be closed for lunch on tuesday /6 for renovations and will reopen at pm on /6. have a happy th, ."", 'is closed.', 'i was just in and the one there closed down']"
133,157,133_quarantine_quarantinelife_quarantined_stayhome,"['quarantine', 'quarantinelife', 'quarantined', 'stayhome', 'suwannee', 'day', 'quarantineandchill', 'staysafe', 'lasts', 'easter']","['quarantineday2', 'quarantinesummer', 'quarantinetunes', 'quarantine', 'quarantinebaking', 'quarantinecrazy', 'quarantimes', 'quarantineend', 'quarantineeaster2020', 'quarantinelife']","['quarantine', 'quarantinelife', 'quarantineandchill', 'staysafe', 'biohazard', 'quarantinebaking', 'quarantini', 'stayhealthy', 'days', 'longer']","['today in quarantine ,', 'day ??? of quarantine ,', 'when quarantine is over, we out to ?']"
134,156,134_chicago_milwaukee_dominatrix_illinois,"['chicago', 'milwaukee', 'dominatrix', 'illinois', 'pilsen', 'chicagonightlife', 'chieveryday', 'pilsentacofest2019', 'pilsenchicago', 'challenge']","['chicagoig', 'chicago', 'chicagothingstodo', 'chicagobears', 'chicagorykerryders', 'chicagowhitesox', 'chicagodominatrix', 'chicagolegend', 'illinois', 'chicagonightlife']","['chicago', 'milwaukee', 'illinois', 'chicagonightlife', 'chieveryday', 'pilsentacofest2019', 'chicagobears', 'illinoying', 'ilovesports', 'itzthadrivabytch']","['and chicago', 'to ! ( in chicago, )', '~*/ chicago,']"
135,155,135_theft_pdx911_tland_cold,"['theft', 'pdx911', 'tland', 'cold', 'block', 'stolen', 'ne', 'ave', 'port', 'vandalism']","['theft', 'stolen', 'robbery', 'vandalism', 'block', 'pp19000012547', 'pp20000335084', 'pp20000240008', 'pp19000020463', 'pp19000034059']","['theft', 'pdx911', 'tland', 'block', 'stolen', 'port', 'vandalism', 'vehicle', 'luther', 'firew']","['theft - cold at block of ne blvd, p tland, [ pp19000212191] :22 pdx911', 'theft - cold at block of ne , p tland, [ pp19000056190] :19 pdx911', 'theft - cold at block of ne blvd, p tland, [ pp19000214406] :30 pdx911']"
136,152,136_money_cash_bank_spend,"['money', 'cash', 'bank', 'spend', '1500', 'got', 'wallet', 'pay', 'called', 'said']","['money', 'moneymakingmonday', 'cash', 'moneybaggyo', 'moneybaggja', 'bucks', 'cashup', 'moneymasterthegame', 'dollars', 'moneyonmymind']","['money', 'cash', 'bank', '1500', 'pay', 'spent', 'account', 'moneymakingmonday', 'bedroomkandi', 'scammed']","['money on it is!!!!!!', 'about that money', 'all money in']"
137,152,137_newyork_nyc_newyorkcity_york,"['newyork', 'nyc', 'newyorkcity', 'york', 'dumbo', 'brooklyn', 'new', 'manhattan', 'yorkers', 'thebigapple']","['nuevayork', 'newyork', 'newyorkcity', 'newyorker', 'newyorkeleganzza', 'neoyorquino', 'nyc', 'newyorkforever', 'manhattan', 'newyorkstate_']","['newyork', 'nyc', 'newyorkcity', 'brooklyn', 'manhattan', 'harlem', 'nuevayork', 'newyorker', 'ilovenewyork', 'newyorkforever']","['newyork ,', 'now newyork newyorkcity', 'hello nyc newyork newyorkcity']"
